Posicao,Quartos,Vagas,DistIpanema,DistPraia,DistFavela,RendaMedia,RendaMovel,RendaMovelRua,Vu2009,Mes,Idade,Tipologia,AreaConstruida,VAL_UNIT,X,Y,lat,lng
1,3.0,1.0,1646,323,431,1221509,1412408,1316959,2500,842,61.0,1,121,10083,685560.82,7458271.27,-22.973475655068224,-43.18988846614616
0,1.0,0.01,1646,323,431,1221509,1412408,1316959,2500,864,61.0,1,56,10000,685560.82,7458271.27,-22.973475655068224,-43.18988846614616
1,3.0,1.0,2490,284,466,1194735,1219110,1206923,2500,405,63.0,1,216,3889,686203.46,7458928.82,-22.9674668840273,-43.18370140652464
1,3.0,0.01,3046,218,684,1278457,1220574,1249516,2100,509,64.0,1,110,5000,686799.77,7459229.28,-22.96468722941524,-43.177923404557895
0,0.01,0.01,1607,321,418,1221509,1209498,1215504,2500,445,56.0,1,26,8846,685542.86,7458236.01,-22.973796018892745,-43.19005935456818
1,3.0,1.0,1747,533,276,1496791,1411299,1454045,2500,825,59.0,1,103,9223,685398.83,7458409.78,-22.972243116101694,-43.19148468569476
0,3.0,0.01,1911,408,531,1124331,911195,1017763,2200,554,56.0,1,106,4717,685626.66,7458528.95,-22.971141731914038,-43.189277458637065
0,0.01,0.01,2112,406,543,1395924,1187405,1291665,2300,825,59.0,1,21,17143,685767.43,7458696.35,-22.96961457588348,-43.187924979987656
0,1.0,0.01,3292,145,370,1083455,1013578,1048517,2000,567,56.0,1,30,7000,687111.99,7459310.67,-22.963917294955586,-43.17488901481314
0,1.0,0.01,3292,145,370,1083455,1013578,1048517,2000,573,56.0,1,30,5667,687111.99,7459310.67,-22.963917294955586,-43.17488901481314
0,0.01,0.01,3292,145,370,1083455,1013578,1048517,2000,825,59.0,1,30,10333,687111.99,7459310.67,-22.963917294955586,-43.17488901481314
1,2.0,0.01,2732,108,786,1774855,1747973,1761414,2500,567,56.0,1,73,6164,686600.22,7458984.28,-22.966921696625093,-43.17983947069896
0,2.0,0.01,2732,108,786,1774855,1747973,1761414,2500,567,56.0,1,68,5882,686600.22,7458984.28,-22.966921696625093,-43.17983947069896
1,2.0,1.0,2732,108,786,1774855,1747973,1761414,2500,573,56.0,1,67,7090,686600.22,7458984.28,-22.966921696625093,-43.17983947069896
1,3.0,0.01,1543,208,518,1083455,1210843,1147149,2200,445,56.0,1,105,3695,685622.11,7458145.62,-22.974603303678823,-43.18927570544032
1,3.0,0.01,1543,208,518,1083455,1210843,1147149,2200,484,56.0,1,105,4914,685622.11,7458145.62,-22.974603303678823,-43.18927570544032
0,1.0,0.01,2682,1118,139,815986,945068,880527,1600,405,56.0,1,30,4900,685410.2801,7459351.2,-22.96374179873222,-43.19148614141841
1,1.0,0.01,337,287,598,1404545,1736783,1570664,2600,405,56.0,1,44,5909,685385.26,7456900.62,-22.985870751773422,-43.19143560316536
0,3.0,1.0,2049,35,781,1524600,1368407,1446504,4100,904,59.0,1,95,11579,686085.54,7458494.79,-22.9713988984176,-43.184798857261114
1,3.0,0.01,649,36,430,1524600,1432896,1478748,4100,825,59.0,1,185,14865,685574.67,7457153.86,-22.98356313455545,-43.18961896648426
1,3.0,1.0,649,36,430,1524600,1432896,1478748,4100,567,56.0,1,185,8108,685574.67,7457153.86,-22.98356313455545,-43.18961896648426
1,1.0,0.01,2715,358,498,1582780,1422122,1502451,2450,801,58.0,1,49,11735,686338.97,7459113.29,-22.965786151274557,-43.18240237600395
0,1.0,0.01,2715,358,498,1582780,1422122,1502451,2450,842,59.0,1,49,10408,686338.97,7459113.29,-22.965786151274557,-43.18240237600395
1,0.01,0.01,3310,313,456,1031529,995509,1013519,2200,385,55.0,1,39,3846,686973.7,7459431.5,-22.96284187644161,-43.176252018908514
1,3.0,0.01,3375,201,302,948250,993486,970868,1850,405,54.0,1,100,3800,687147.6,7459386.79,-22.963226012858247,-43.17455103560097
1,3.0,0.01,1334,362,320,1476163,1593232,1534698,2450,525,55.0,1,112,4330,685379.07,7457994.38,-22.975995944628316,-43.1916274487981
1,2.0,0.01,3429,439,417,830874,894734,862804,2200,864,57.0,1,71,10282,686976.54,7459571.6,-22.96157661021783,-43.17624129699118
0,0.01,0.01,3422,440,426,830874,776758,803816,2200,920,57.0,1,27,15926,686967.55,7459569.4,-22.961597483624423,-43.17632868424568
0,2.0,0.01,658,211,258,1308645,1068617,1188631,2100,445,56.0,1,92,3772,685378.63,7457291.55,-22.98234180760706,-43.19154726060578
0,2.0,0.01,1952,190,753,1083455,1323698,1203577,2000,445,55.0,1,114,2807,685872.24,7458487.66,-22.971487118534352,-43.1868778631311
1,2.0,0.01,1952,190,753,1083455,1323698,1203577,2000,800,57.0,1,113,7611,685872.24,7458487.66,-22.971487118534352,-43.1868778631311
0,3.0,0.01,2676,263,577,1582780,911233,1247007,2450,525,56.0,1,96,4375,686397.37,7459039.26,-22.966448021410432,-43.181824008187
0,3.0,0.01,2676,263,577,1582780,911233,1247007,2450,573,56.0,1,96,5208,686397.37,7459039.26,-22.966448021410432,-43.181824008187
0,3.0,0.01,1497,212,499,1083455,1332079,1207767,2200,918,59.0,1,91,7912,685594.33,7458106.04,-22.974963768817645,-43.18954183025907
0,3.0,1.0,1497,212,499,1083455,1332079,1207767,2200,509,56.0,1,91,4835,685594.33,7458106.04,-22.974963768817645,-43.18954183025907
1,3.0,0.01,517,419,257,1140573,1105638,1123106,2450,930,57.0,1,117,11197,685178.25,7457198.32,-22.98320590354085,-43.19349011225302
1,3.0,1.0,2244,328,478,1165764,968987,1067376,2200,567,55.0,1,127,4724,685947.77,7458772.25,-22.96890913566023,-43.18617567265933
1,3.0,0.01,2259,325,471,1124331,662864,893598,2100,525,54.0,1,85,5176,685963.7201,7458782.68,-22.968813181374248,-43.186021404727896
1,3.0,0.01,2259,325,471,1124331,662864,893598,2100,567,54.0,1,85,7212,685963.7201,7458782.68,-22.968813181374248,-43.186021404727896
0,1.0,0.01,780,350,75,1159555,1259595,1209575,990,904,58.0,1,19,20526,685246.13,7457455.1,-22.980879889127344,-43.19285900907156
1,3.0,0.01,1710,384,399,1207360,1210667,1209014,2500,864,59.0,1,109,8532,685533.21,7458345.12,-22.9728119469658,-43.190166573959
0,2.0,0.01,589,195,348,1308645,1301977,1305311,2100,405,55.0,1,65,5154,685403.27,7457204.55,-22.98312457829203,-43.191296517918396
1,1.0,0.01,1415,483,265,1259839,1389033,1324436,2400,862,58.0,1,33,13333,685287.5,7458089.64,-22.97514604925719,-43.19253181315268
1,0.01,0.01,1106,78,166,969501,759673,864587,2400,445,56.0,1,25,4920,685576.07,7457695.1,-22.978676158201928,-43.18967044628949
1,2.0,0.01,2203,81,681,1447740,1755478,1601609,2700,360,62.0,1,87,3793,686158.13,7458630.37,-22.970166637002173,-43.18410739805945
0,2.0,0.01,2589,441,323,1472861,1034797,1253829,2300,509,55.0,1,62,7258,686131.74,7459070.26,-22.96619785693128,-43.184417777447855
0,2.0,0.01,2589,441,323,1472861,1034797,1253829,2300,573,55.0,1,62,8871,686131.74,7459070.26,-22.96619785693128,-43.184417777447855
0,3.0,0.01,3225,225,488,1081057,1142216,1111637,2100,918,59.0,1,80,10375,686969.44,7459330.32,-22.963755897767314,-43.17628129979808
1,3.0,1.0,3347,194,331,948250,993486,970868,1850,445,54.0,1,161,3043,687124.14,7459369.98,-22.96338042611607,-43.17477773854892
1,3.0,1.0,2189,110,661,1447740,1774652,1611196,2700,445,53.0,1,77,7130,686120.33,7458634.82,-22.970130687195354,-43.18447651475831
1,1.0,0.01,2876,285,713,498256,498256,498256,2300,573,53.0,1,55,7727,686567.45,7459172.98,-22.965221616935303,-43.18018180580328
1,1.0,0.01,2876,285,713,498256,498256,498256,2300,918,56.0,1,40,12375,686567.45,7459172.98,-22.965221616935303,-43.18018180580328
0,0.01,0.01,2876,285,713,498256,498256,498256,2300,385,53.0,1,40,6250,686567.45,7459172.98,-22.965221616935303,-43.18018180580328
1,1.0,0.01,2876,285,713,498256,498256,498256,2300,509,53.0,1,55,4273,686567.45,7459172.98,-22.965221616935303,-43.18018180580328
1,3.0,1.0,385,291,511,1574775,1473306,1524041,2800,445,55.0,1,128,6250,685351.92,7456996.68,-22.985007149112512,-43.19177228206925
0,1.0,0.01,2685,163,694,1083455,658159,870807,2000,360,55.0,1,48,4792,686504.26,7458989.19,-22.966888122452318,-43.180775725692655
0,3.0,1.0,725,421,110,1159555,957484,1058520,990,792,57.0,1,114,10526,685170.1992,7457407.915,-22.981314376874533,-43.19359379079709
1,3.0,0.01,2521,456,288,1472861,1805748,1639305,2300,800,57.0,1,100,9000,686052.6801,7459029.17,-22.966577696505603,-43.185183698497895
0,1.0,0.01,480,212,483,1308645,1382673,1345659,2100,425,55.0,1,45,6000,685414.32,7457068.0,-22.98435624771239,-43.19117234059161
1,3.0,0.01,1773,242,575,1406617,1416490,1411554,2500,930,57.0,1,139,6475,685708.18,7458358.88,-22.972668186137057,-43.18846209628699
1,3.0,1.0,1773,242,575,1406617,1416490,1411554,2500,930,57.0,1,150,10667,685708.18,7458358.88,-22.972668186137057,-43.18846209628699
1,4.0,1.0,2705,198,669,1083455,931613,1007534,2000,573,55.0,1,205,4390,686488.87,7459021.0,-22.96660263774385,-43.180929630193475
1,1.0,0.01,3215,284,540,1007098,1058554,1032826,2300,445,55.0,1,25,4400,686903.76,7459363.0,-22.96346821089431,-43.176925655834076
1,1.0,0.01,3215,284,540,1007098,1058554,1032826,2300,484,55.0,1,25,6000,686903.76,7459363.0,-22.96346821089431,-43.176925655834076
0,3.0,1.0,823,218,92,1159555,1342857,1251206,1500,920,58.0,1,76,9868,685381.021,7457467.219,-22.980755435703355,-43.191545062417134
1,1.0,0.01,696,526,104,1159555,1027206,1093381,1150,825,58.0,1,44,10227,685064.21,7457376.91,-22.981606118402844,-43.194623639002536
1,0.01,0.01,696,526,104,1159555,1027206,1093381,1150,573,55.0,1,33,8333,685064.21,7457376.91,-22.981606118402844,-43.194623639002536
1,1.0,0.01,696,526,104,1159555,1027206,1093381,1150,567,55.0,1,33,6061,685064.21,7457376.91,-22.981606118402844,-43.194623639002536
0,3.0,0.01,2480,264,486,1194735,743998,969367,2500,792,57.0,1,121,6529,686214.82,7458912.53,-22.967612693898662,-43.183588674191256
0,3.0,0.01,2480,264,486,1194735,743998,969367,2500,484,55.0,1,121,3926,686214.82,7458912.53,-22.967612693898662,-43.183588674191256
1,3.0,0.01,1797,394,446,1124331,1154777,1139554,2200,445,54.0,1,101,3960,685569.93,7458425.75,-22.972079847586627,-43.18981821468969
0,1.0,0.01,3260,365,556,1124331,1164283,1144307,1950,918,58.0,1,55,7273,686871.46,7459437.67,-22.96279765050288,-43.177249628959494
0,0.01,0.01,3260,365,556,1124331,1164283,1144307,1950,801,57.0,1,55,8364,686871.46,7459437.67,-22.96279765050288,-43.177249628959494
0,0.01,0.01,3260,365,556,1124331,1164283,1144307,1950,405,55.0,1,55,4182,686871.46,7459437.67,-22.96279765050288,-43.177249628959494
1,0.01,0.01,3260,365,556,1124331,1164283,1144307,1950,904,58.0,1,60,7500,686871.46,7459437.67,-22.96279765050288,-43.177249628959494
1,1.0,0.01,3260,365,556,1124331,1164283,1144307,1950,930,58.0,1,60,7500,686871.46,7459437.67,-22.96279765050288,-43.177249628959494
0,1.0,0.01,2205,255,545,1165764,959576,1062670,2300,525,55.0,1,47,7809,685990.66,7458712.79,-22.969441202062782,-43.18575029812022
0,1.0,0.01,2205,255,545,1165764,959576,1062670,2300,484,55.0,1,47,4043,685990.66,7458712.79,-22.969441202062782,-43.18575029812022
0,2.0,0.01,3296,372,523,1124331,1294715,1209523,1950,830,58.0,1,56,9821,686902.1,7459460.58,-22.96258735817805,-43.1769536558768
0,2.0,0.01,1779,398,428,1124331,1123898,1124115,2200,918,58.0,1,64,9375,685554.87,7458410.39,-22.9722202119547,-43.18996321687318
0,0.01,0.01,1271,385,250,1124331,1245217,1184774,2200,842,58.0,1,34,13824,685331.14,7457938.79,-22.97650320509359,-43.19208814727525
1,0.01,0.01,499,464,226,1538960,1538960,1538960,1000,930,58.0,1,30,14167,685134.61,7457183.24,-22.98334691961114,-43.19391386926339
1,1.0,0.01,499,464,226,1538960,1538960,1538960,1000,445,55.0,1,32,8438,685134.61,7457183.24,-22.98334691961114,-43.19391386926339
1,0.01,0.01,499,464,226,1538960,1538960,1538960,1000,425,55.0,1,29,4310,685134.61,7457183.24,-22.98334691961114,-43.19391386926339
1,0.01,0.01,499,464,226,1538960,1538960,1538960,1000,573,55.0,1,30,8833,685134.61,7457183.24,-22.98334691961114,-43.19391386926339
1,0.01,0.01,499,464,226,1538960,1538960,1538960,1000,554,55.0,1,30,10500,685134.61,7457183.24,-22.98334691961114,-43.19391386926339
1,1.0,0.01,499,464,226,1538960,1538960,1538960,1000,918,58.0,1,32,16875,685134.61,7457183.24,-22.98334691961114,-43.19391386926339
0,1.0,0.01,2658,325,497,1124331,1129590,1126961,2100,385,55.0,1,46,4348,686319.18,7459059.34,-22.966275477073825,-43.1825888249929
1,3.0,0.01,2218,590,404,1395924,1440271,1418098,1550,554,56.0,1,125,3200,685648.8401,7458839.96,-22.968331165249424,-43.189098600456866
0,1.0,0.01,1179,477,133,2068724,2135043,2101884,2450,830,58.0,1,50,8800,685209.04,7457860.32,-22.977225307543744,-43.193269358000705
0,2.0,1.0,2214,267,533,1165764,959576,1062670,2300,405,56.0,1,77,5935,685986.13,7458724.53,-22.969335708816107,-43.18579588398189
1,3.0,0.01,2152,560,425,1472861,1423072,1447967,2300,573,55.0,1,97,4639,685631.03,7458775.8,-22.96891244940845,-43.189264543322544
1,1.0,0.01,1967,196,738,1083455,1025152,1054304,2000,567,55.0,1,43,6163,685877.7,7458502.52,-22.971352338615585,-43.186826413385546
1,1.0,0.01,1967,196,738,1083455,1025152,1054304,2000,573,55.0,1,44,5409,685877.7,7458502.52,-22.971352338615585,-43.186826413385546
1,1.0,0.01,1983,147,751,1395924,1556320,1476122,2450,509,54.0,1,49,7143,685934.14,7458494.74,-22.971416277004142,-43.18627513566484
1,3.0,1.0,2112,34,752,1524600,1094479,1309540,4100,862,58.0,1,117,10256,686132.11,7458541.69,-22.970970232648483,-43.184350416351215
1,3.0,1.0,2112,34,752,1524600,1094479,1309540,4100,567,55.0,1,89,7303,686132.11,7458541.69,-22.970970232648483,-43.184350416351215
1,3.0,1.0,2112,34,752,1524600,1094479,1309540,4100,405,55.0,1,148,8615,686132.11,7458541.69,-22.970970232648483,-43.184350416351215
1,2.0,1.0,337,280,666,1621830,1144464,1383147,3200,567,56.0,1,66,9394,685424.2638,7456842.012,-22.986395569996986,-43.19104819076686
0,4.0,0.01,658,382,182,1215942,1126165,1171054,2350,405,53.0,1,155,4774,685207.51,7457337.07,-22.98194987788466,-43.19322144052517
0,3.0,1.0,1324,483,281,1476163,1717263,1596713,2400,800,58.0,1,100,13000,685250.91,7458002.29,-22.975938803913998,-43.192878119440266
0,2.0,0.01,2247,83,668,1447740,1774652,1611196,2700,360,55.0,1,89,4494,686190.66,7458662.9,-22.969869286337353,-43.18379413000483
1,2.0,0.01,2247,83,668,1447740,1774652,1611196,2700,509,55.0,1,89,6292,686190.66,7458662.9,-22.969869286337353,-43.18379413000483
0,1.0,0.01,552,80,554,1083455,1336822,1210139,2200,445,68.0,1,35,5143,685565.07,7457019.51,-22.984777242787363,-43.18969641424838
0,1.0,0.01,552,80,554,1083455,1336822,1210139,2200,801,70.0,1,44,9091,685565.07,7457019.51,-22.984777242787363,-43.18969641424838
1,3.0,1.0,1872,114,761,1447740,1450390,1449065,2700,509,54.0,1,260,4038,685892.5,7458391.95,-22.972349013759107,-43.186668778545894
1,3.0,1.0,1872,114,761,1447740,1450390,1449065,2700,862,57.0,1,260,7231,685892.5,7458391.95,-22.972349013759107,-43.186668778545894
1,3.0,1.0,630,459,175,1215942,1247992,1231967,2350,862,57.0,1,151,10927,685130.98,7457314.45,-22.98216263478369,-43.193965021536215
1,3.0,1.0,630,459,175,1215942,1247992,1231967,2350,360,54.0,1,151,4636,685130.98,7457314.45,-22.98216263478369,-43.193965021536215
0,3.0,0.01,3317,327,460,1031529,1045408,1038469,2200,800,57.0,1,108,7130,686967.34,7459443.92,-22.962730452117825,-43.176315534597165
1,3.0,1.0,3317,327,460,1031529,1045408,1038469,2200,573,55.0,1,126,4762,686967.34,7459443.92,-22.962730452117825,-43.176315534597165
1,1.0,0.01,1744,207,591,1083455,890902,987179,2000,940,58.0,1,48,8333,685725.34,7458322.44,-22.97299528493623,-43.18829038258832
1,2.0,0.01,1744,207,591,1083455,890902,987179,2000,918,58.0,1,48,11458,685725.34,7458322.44,-22.97299528493623,-43.18829038258832
1,2.0,0.01,1883,115,768,1447740,1450390,1449065,2700,918,58.0,1,61,8197,685898.59,7458401.52,-22.972261926414067,-43.18661054826784
0,3.0,0.01,1838,481,399,1369604,1274230,1321917,2600,573,53.0,1,84,6607,685503.14,7458483.47,-22.97156614526838,-43.19047642103342
1,2.0,0.01,977,137,52,1451302,1514304,1482803,2300,864,41.0,1,74,12162,685485.74,7457592.81,-22.9796098052716,-43.190538991232174
0,0.01,0.01,1750,490,319,1207360,956952,1082156,2500,554,54.0,1,24,9042,685444.7601,7458404.45,-22.972286121305643,-43.19103618163511
0,0.01,0.01,1750,490,319,1207360,956952,1082156,2500,573,54.0,1,25,8800,685444.7601,7458404.45,-22.972286121305643,-43.19103618163511
1,2.0,1.0,1702,353,427,1207360,1178260,1192810,2500,405,55.0,1,72,6000,685560.82,7458329.82,-22.972947010395703,-43.1898955083054
1,1.0,0.01,3223,92,430,1031529,1043660,1037595,2500,842,58.0,1,46,11522,687089.45,7459241.08,-22.964548148663315,-43.17510035174586
1,1.0,0.01,532,115,523,1574775,1836709,1705742,2600,484,56.0,1,44,7841,685521.8801,7457041.05,-22.984587579378662,-43.19012018844872
1,1.0,0.01,532,115,523,1574775,1836709,1705742,2600,825,56.0,1,44,15909,685521.8801,7457041.05,-22.984587579378662,-43.19012018844872
1,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,864,56.0,1,25,14800,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
1,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,920,56.0,1,25,17200,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,920,56.0,1,25,12800,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
1,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,509,53.0,1,25,8320,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,405,53.0,1,25,3600,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,1.0,0.01,715,555,80,1159555,1223124,1191340,1150,940,56.0,1,25,15600,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,920,56.0,1,25,16000,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
1,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,509,53.0,1,25,7200,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
1,1.0,0.01,715,555,80,1159555,1223124,1191340,1150,525,53.0,1,25,6000,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,918,56.0,1,25,12000,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
1,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,830,56.0,1,25,8000,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,567,53.0,1,25,5600,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
1,1.0,0.01,715,555,80,1159555,1223124,1191340,1150,930,56.0,1,25,15400,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,830,56.0,1,25,14600,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,830,56.0,1,25,14000,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
0,0.01,0.01,715,555,80,1159555,1223124,1191340,1150,405,53.0,1,25,6000,685035.63,7457392.95,-22.981464474289325,-43.194904266385485
1,3.0,0.01,1640,430,317,1124331,1370600,1247466,2200,573,55.0,1,105,5571,685448.86,7458291.66,-22.973304039561764,-43.1909826461571
1,1.0,0.01,2825,328,623,1124331,923912,1024122,2100,445,54.0,1,42,7262,686475.76,7459166.63,-22.96528922702456,-43.18107505445719
1,1.0,0.01,2729,172,715,1083455,658159,870807,2000,484,55.0,1,44,6591,686537.44,7459020.14,-22.966604958812194,-43.180455943647324
1,1.0,0.01,2729,172,715,1083455,658159,870807,2000,484,55.0,1,52,7115,686537.44,7459020.14,-22.966604958812194,-43.180455943647324
1,1.0,0.01,2729,172,715,1083455,658159,870807,2000,792,57.0,1,52,11154,686537.44,7459020.14,-22.966604958812194,-43.180455943647324
1,2.0,0.01,2077,112,711,1447740,1970466,1709103,2700,830,57.0,1,74,8108,686033.39,7458552.64,-22.97088240734175,-43.185314340777985
0,1.0,0.01,2926,185,801,1171749,1123887,1147818,2300,801,57.0,1,35,10571,686711.65,7459143.19,-22.965474415758823,-43.17877219291588
1,1.0,0.01,2926,185,801,1171749,1123887,1147818,2300,842,58.0,1,34,11765,686711.65,7459143.19,-22.965474415758823,-43.17877219291588
1,0.01,0.01,2926,185,801,1171749,1123887,1147818,2300,445,55.0,1,34,7941,686711.65,7459143.19,-22.965474415758823,-43.17877219291588
0,3.0,1.0,2758,245,657,1038910,991048,1014979,2350,918,47.0,1,118,11017,686493.45,7459079.2,-22.966076642108654,-43.18089200534391
1,3.0,0.01,1458,84,480,1259839,1105910,1182875,2900,904,57.0,1,110,8182,685697.91,7458025.81,-22.97567660030277,-43.18852214694227
1,4.0,1.0,1488,80,510,1259839,1159289,1209564,2900,360,54.0,1,300,3167,685715.18,7458050.29,-22.975453643908597,-43.18835669074057
1,3.0,1.0,2639,169,659,1582780,1723389,1653085,2700,825,57.0,1,101,10693,686455.73,7458964.39,-22.967117477774767,-43.18124592318918
1,3.0,0.01,3317,222,381,1081057,1094529,1087793,2100,918,57.0,1,88,9773,687067.02,7459374.35,-22.96334739102995,-43.17533520272553
0,2.0,1.0,1813,484,375,1369604,1184592,1277098,2600,525,52.0,1,60,9167,685485.77,7458460.87,-22.971772136185603,-43.190643077722825
0,1.0,0.01,1813,484,375,1369604,1184592,1277098,2600,445,52.0,1,45,4889,685485.77,7458460.87,-22.971772136185603,-43.190643077722825
1,1.0,0.01,1795,490,354,1369604,1184592,1277098,2600,825,58.0,1,38,13158,685468.96,7458446.33,-22.971905291187163,-43.19080524324751
0,3.0,1.0,3002,419,668,1472861,1554518,1513690,2300,573,54.0,1,129,4837,686556.39,7459324.15,-22.963857957127786,-43.18030791616013
1,3.0,1.0,1371,104,389,1315094,1442618,1378856,2700,825,58.0,1,103,10971,685642.11,7457954.88,-22.97632325131153,-43.18905772833044
1,3.0,0.01,1371,104,389,1315094,1442618,1378856,2700,567,55.0,1,103,3689,685642.11,7457954.88,-22.97632325131153,-43.18905772833044
1,2.0,0.01,630,486,148,1532655,1317439,1425047,1750,918,58.0,1,62,16129,685103.79,7457313.11,-22.98217776049063,-43.194230009568294
0,0.01,0.01,1617,179,565,1083455,1487058,1285257,2200,567,53.0,1,40,5375,685685.98,7458201.08,-22.97409543052341,-43.18865957584472
1,1.0,0.01,1617,179,565,1083455,1487058,1285257,2200,385,53.0,2,40,5000,685685.98,7458201.08,-22.97409543052341,-43.18865957584472
1,1.0,0.01,1617,179,565,1083455,1487058,1285257,2200,484,53.0,1,40,4300,685685.98,7458201.08,-22.97409543052341,-43.18865957584472
1,0.01,0.01,1617,179,565,1083455,1487058,1285257,2200,920,56.0,1,40,11250,685685.98,7458201.08,-22.97409543052341,-43.18865957584472
0,0.01,0.01,1617,179,565,1083455,1487058,1285257,2200,567,53.0,1,40,5750,685685.98,7458201.08,-22.97409543052341,-43.18865957584472
0,0.01,0.01,1617,179,565,1083455,1487058,1285257,2200,904,56.0,1,40,12125,685685.98,7458201.08,-22.97409543052341,-43.18865957584472
1,0.01,0.01,1617,179,565,1083455,1487058,1285257,2200,920,56.0,1,40,12625,685685.98,7458201.08,-22.97409543052341,-43.18865957584472
1,3.0,1.0,519,357,319,1140573,1390115,1265344,2450,405,54.0,1,94,5319,685241.57,7457190.64,-22.983268192919503,-43.19287170717661
0,3.0,1.0,519,357,319,1140573,1390115,1265344,2450,930,57.0,1,94,12234,685241.57,7457190.64,-22.983268192919503,-43.19287170717661
0,1.0,0.01,1213,312,215,1189386,1077470,1133428,2500,930,58.0,1,36,10278,685386.66,7457868.52,-22.977131482172755,-43.19153831024281
1,0.01,0.01,1213,312,215,1189386,1077470,1133428,2500,567,55.0,1,37,8108,685386.66,7457868.52,-22.977131482172755,-43.19153831024281
1,1.0,0.01,1415,464,279,1259839,1398392,1329116,2400,792,56.0,1,42,9524,685306.69,7458087.42,-22.975163955870077,-43.19234442107627
1,0.01,0.01,2661,181,659,1083455,662198,872827,2000,360,52.0,1,26,6923,686464.11,7458984.68,-22.9669333422515,-43.181166664949025
1,0.01,0.01,2661,181,659,1083455,662198,872827,2000,918,55.0,1,36,8889,686464.11,7458984.68,-22.9669333422515,-43.181166664949025
1,0.01,0.01,2661,181,659,1083455,662198,872827,2000,864,55.0,1,26,12808,686464.11,7458984.68,-22.9669333422515,-43.181166664949025
0,3.0,1.0,648,208,270,1308645,1222557,1265601,2100,918,56.0,1,130,10615,685381.9601,7457279.65,-22.982448880761343,-43.19151335581393
1,2.0,0.01,2664,1052,110,1165764,1314673,1240219,2150,360,56.0,1,70,4286,685478.54,7459324.38,-22.963976349768117,-43.190817359568406
1,2.0,0.01,1474,133,485,1259839,1318559,1289199,2400,525,50.0,1,64,5000,685659.2401,7458058.82,-22.97538287173813,-43.188903198246315
0,2.0,1.0,1474,133,485,1259839,1318559,1289199,2400,360,50.0,1,64,3750,685659.2401,7458058.82,-22.97538287173813,-43.188903198246315
0,2.0,0.01,1467,148,475,1259839,1318559,1289199,2400,864,53.0,1,80,9125,685642.1,7458057.31,-22.975398418425502,-43.18907015293114
1,2.0,1.0,671,498,131,1532655,1030844,1281750,1750,360,54.0,1,76,6316,685091.98,7457353.63,-22.981813221781408,-43.19435004090339
1,4.0,1.0,1640,401,348,1124331,1228204,1176268,2200,425,54.0,1,230,2283,685478.99,7458286.24,-22.97334961740565,-43.19068819533261
0,3.0,0.01,770,378,75,1159555,1253061,1206308,990,830,57.0,1,75,6667,685216.82,7457448.5,-22.98094274493492,-43.19314403601079
1,1.0,0.01,2283,523,366,1472861,1165412,1319137,2300,801,56.0,1,36,20972,685772.4816,7458873.512999998,-22.96801441795937,-43.187897050493
1,1.0,0.01,2283,523,366,1472861,1165412,1319137,2300,385,54.0,1,36,6944,685772.4816,7458873.512999998,-22.96801441795937,-43.187897050493
1,1.0,0.01,2283,523,366,1472861,1165412,1319137,2300,525,54.0,1,36,8611,685772.4816,7458873.512999998,-22.96801441795937,-43.187897050493
1,1.0,0.01,2283,523,366,1472861,1165412,1319137,2300,554,54.0,1,36,11111,685772.4816,7458873.512999998,-22.96801441795937,-43.187897050493
0,1.0,0.01,929,156,39,1083455,640565,862010,2200,445,54.0,1,42,6310,685457.61,7457552.34,-22.979978343691712,-43.190808434394725
1,1.0,0.01,929,156,39,1083455,640565,862010,2200,360,54.0,1,42,4524,685457.61,7457552.34,-22.979978343691712,-43.190808434394725
1,0.01,0.01,929,156,39,1083455,640565,862010,2200,405,54.0,1,42,3571,685457.61,7457552.34,-22.979978343691712,-43.190808434394725
