Posicao;Quartos;Vagas;DistIpanema;DistPraia;DistFavela;RendaMedia;RendaMovel;RendaMovelRua;Vu2009;Mes;Idade;Tipologia;AreaConstruida;VAL_UNIT;X;Y
0;1;0.01;3154;323;638;1124331;1183198;1153765;1950;792;49;1;34;10294;686803.97;7459355.11
1;1;0.01;3154;323;638;1124331;1183198;1153765;1950;800;49;1;38;8684;686803.97;7459355.11
1;3;1;1565;462;259;1203742;1266864;1235303;2600;567;56;1;150;4333;685376.73;7458228.47
1;2;1;3439;393;384;1124331;896944;1010638;1950;830;51;1;112;8482;687032.4401;7459547.44
1;2;0.01;2629;328;475;1124331;1121058;1122695;2100;484;48;1;66;5303;686289.03;7459042.74
1;2;0.01;2629;328;475;1124331;1121058;1122695;2100;360;48;1;66;5152;686289.03;7459042.74
0;3;0.01;3208;311;567;1007098;1097472;1052285;2300;801;50;1;77;8571;686871.58;7459375.95
0;2;0.01;3208;311;567;1007098;1097472;1052285;2300;801;50;1;58;9655;686871.58;7459375.95
1;3;0.01;1647;133;623;1207360;1459972;1333666;2500;525;47;1;120;6667;685746.03;7458210.71
0;2;0.01;1996;453;543;1274074;1360651;1317363;2300;918;51;1;68;10735;685635.336;7458613.763
1;2;0.01;3525;330;241;807780;636854;722317;2200;862;50;1;62;9677;687183.38;7459547.28
0;2;1;3525;330;241;807780;636854;722317;2200;425;47;1;58;4138;687183.38;7459547.28
0;2;0.01;1446;324;399;1221509;1164808;1193159;2500;842;52;1;67;10000;685462.71;7458090.07
0;2;0.01;1444;395;332;1124331;1077249;1100790;2200;554;48;1;76;4342;685390.4932;7458103.961
1;2;0.01;2522;485;259;1472861;1025058;1248960;2300;801;49;1;56;8750;686021.6401;7459041.52
1;2;0.01;2522;485;259;1472861;1025058;1248960;2300;825;50;1;56;12054;686021.6401;7459041.52
0;3;0.01;511;375;303;1140573;1390115;1265344;2450;864;48;1;75;15400;685223.43;7457185.96
1;2;0.01;431;295;454;1566345;1458348;1512347;2700;862;51;1;86;7209;685329.2897;7457064.765
1;1;0.01;1796;604;253;1207360;1454651;1331006;2500;445;48;1;45;3333;685348.22;7458466.29
1;4;1;363;271;583;1404545;1711526;1558036;2600;930;50;1;210;11905;685392.06;7456931.4
0;1;0.01;481;141;598;1404545;791917;1098231;2600;405;48;1;45;4444;685518.27;7456964.41
0;1;0.01;1195;358;181;1189386;985668;1087527;2500;801;50;1;39;17179;685334.56;7457860.49
0;2;0.01;1261;409;234;1124331;1394112;1259222;2200;385;48;1;80;4750;685303.8001;7457932.84
0;1;0.01;3083;147;606;1083455;1301053;1192254;2000;573;66;1;56;6786;686899.63;7459206.34
0;2;0.01;3191;360;627;1124331;1078406;1101369;1950;484;47;1;57;5088;686806.0131;7459397.507
0;2;0.01;3191;360;627;1124331;1078406;1101369;1950;554;47;1;63;4206;686806.0131;7459397.507
1;1;0.01;2754;325;566;1124331;1365910;1245121;2100;920;50;1;52;9808;686410.46;7459120.5
1;1;0.01;3222;298;542;1007098;1207119;1107109;2300;425;47;1;37;5405;686898.27;7459375.72
1;1;0.01;3222;298;542;1007098;1207119;1107109;2300;801;49;1;37;10135;686898.27;7459375.72
1;1;0.01;3222;298;542;1007098;1207119;1107109;2300;385;47;1;37;5946;686898.27;7459375.72
0;2;0.01;3189;329;603;1124331;1070803;1097567;1950;425;42;1;59;4153;686834.79;7459377.23
0;2;0.01;3189;329;603;1124331;1070803;1097567;1950;360;42;1;54;5046;686834.79;7459377.23
0;2;0.01;3189;329;603;1124331;1070803;1097567;1950;360;42;1;54;4907;686834.79;7459377.23
1;2;1;3189;329;603;1124331;1070803;1097567;1950;554;42;1;61;5984;686834.79;7459377.23
1;2;1;3189;329;603;1124331;1070803;1097567;1950;567;42;1;61;8197;686834.79;7459377.23
0;2;0.01;2297;79;667;986211;1055112;1020662;2500;425;40;1;60;8167;686239.17;7458694.21
0;2;0.01;2468;239;511;1194735;901001;1047868;2500;405;47;1;70;4071;686230.1529;7458891.825
0;2;1;2468;239;511;1194735;901001;1047868;2500;484;47;1;70;4286;686230.1529;7458891.825
0;1;1;2614;1054;177;1803724;1759555;1781640;2350;425;40;1;47;8511;685428.39;7459280.16
1;2;0.01;2562;1031;197;1783469;1766122;1774796;2300;825;43;1;90;10000;685410.5203;7459229.812
1;2;0.01;574;48;632;1524600;1986410;1755505;4100;573;69;1;102;15686;685630.931;7456958.809
1;4;1;640;35;448;1524600;1523182;1523891;4100;920;72;1;200;15750;685579.27;7457136.75
0;1;0.01;2874;146;839;1083455;1201664;1142560;2000;904;72;1;43;9302;686697.62;7459090.95
1;2;0.01;1429;326;399;1259839;1122494;1191167;2400;509;67;1;89;4888;685452.8098;7458075.47
1;2;0.01;1425;222;426;1259839;1256975;1258407;2400;405;66;1;80;4375;685553.042;7458043.459
1;3;0.01;1693;225;549;1207360;1298726;1253043;2500;405;67;1;143;4196;685681.37;7458283.88
1;3;0.01;1972;129;768;1395924;1682978;1539451;2450;864;70;1;117;9829;685943.28;7458478.63
1;2;0.01;2220;33;719;1524600;952641;1238621;4100;920;69;1;65;23077;686216;7458618.73
1;2;0.01;1118;298;121;969501;961699;965600;1750;525;64;1;60;6333;685370.55;7457774.7
1;4;1;1674;267;500;1207360;1204380;1205870;2500;509;65;1;194;6186;685631.93;7458280.39
1;3;1;1809;423;429;1124331;1123898;1124115;2200;825;67;1;143;6993;685547.54;7458443.91
1;4;0.01;1200;94;234;1189386;1211957;1200672;2500;425;66;1;166;5120;685590.05;7457791.45
1;3;0.01;1550;97;568;1447740;1137727;1292734;2700;425;66;1;104;6250;685729.54;7458111.77
1;3;0.01;2785;148;781;1083455;901230;992343;2000;425;65;1;152;2632;686611.92;7459039.78
1;4;1;2401;100;647;1194735;1397336;1296036;2500;509;59;1;160;5813;686305.46;7458775.36
1;3;0.01;1793;225;604;1406617;1346900;1376759;2500;930;67;1;157;9554;685737.09;7458369.72
1;3;1;2039;118;730;1447740;1779675;1613708;2700;405;64;1;155;4129;686001.61;7458525.65
0;4;1;2039;118;730;1447740;1779675;1613708;2700;525;64;1;208;5529;686001.61;7458525.65
1;3;0.01;2039;118;730;1447740;1779675;1613708;2700;554;64;1;142;4577;686001.61;7458525.65
1;3;0.01;2835;258;705;1688716;1684604;1686660;2200;830;68;1;80;11125;686554.22;7459133.09
0;2;0.01;436;215;556;1308645;1551893;1430269;2100;920;75;1;58;11552;685430.89;7456996.59
1;3;1;2209;71;688;1447740;1774652;1611196;2700;930;68;1;180;6944;686172.17;7458629.69
1;3;1;1382;40;419;1524600;637610;1081105;4100;573;59;1;205;7317;685704.79;7457939.21
0;1;0.01;2929;303;744;1124331;1411126;1267729;2100;525;63;1;40;6250;686600.69;7459215.29
1;3;0.01;3292;112;361;1083455;1070213;1076834;2000;525;64;1;107;4065;687140.79;7459287.57
0;3;0.01;3292;112;361;1083455;1070213;1076834;2000;525;64;1;101;4950;687140.79;7459287.57
1;3;1;1765;33;770;1524600;2922751;2223676;4100;525;64;1;232;7328;685901.43;7458270.02
1;4;1;1307;353;295;1476163;1551505;1513834;2450;864;61;1;366;10383;685377.27;7457966.95
0;2;0.01;1342;130;354;1476163;1464272;1470218;2450;484;62;1;78;5897;685606.64;7457937.01
1;3;1;583;106;440;1083455;1811563;1447509;2200;801;65;1;202;6832;685509.11;7457123.81
1;4;1;583;106;440;1083455;1811563;1447509;2200;918;66;1;202;8416;685509.11;7457123.81
1;3;1;2169;35;730;1524600;820551;1172576;4100;425;63;1;84;5357;686174.57;7458583.47
1;3;1;2169;35;730;1524600;820551;1172576;4100;405;63;1;151;4967;686174.57;7458583.47
0;3;1;3302;303;457;1031529;1054013;1042771;2200;918;69;1;243;6831;686974.85;7459421.09
1;3;0.01;1684;90;677;1447740;1005190;1226465;2700;554;64;1;126;4127;685802.88;7458226.41
1;3;0.01;1924;87;824;1395924;1739509;1567717;2700;385;63;1;117;4188;685952.86;7458422.1
1;3;1;420;325;426;1566345;1620842;1593594;2700;862;67;1;172;11047;685298.2875;7457067.288
1;4;1;420;325;426;1566345;1620842;1593594;2700;862;67;1;172;11279;685298.2875;7457067.288
0;3;1;719;529;107;1159555;1071682;1115619;1150;842;63;1;146;6027;685062;7457400.08
1;3;0.01;1342;114;358;1476163;1386871;1431517;2450;930;63;1;140;11429;685621.49;7457931.51
1;3;0.01;1800;246;589;1406617;1305146;1355882;2500;509;63;1;155;4452;685720.5201;7458383.28
0;2;0.01;644;417;191;1215942;1255752;1235847;2350;385;64;1;64;4297;685172.8401;7457326.87
1;3;0.01;1938;339;614;1274074;1229593;1251834;2450;904;63;1;123;7724;685714.9;7458531.07
1;3;1;2049;345;614;1395924;963858;1179891;2350;445;60;1;126;4206;685784.25;7458624.75
1;1;0.01;2992;463;624;1697312;1776173;1736743;2400;573;61;1;48;6042;686500.19;7459341.69
1;1;0.01;2992;463;624;1697312;1776173;1736743;2400;918;64;1;48;16250;686500.19;7459341.69
1;1;0.01;2992;463;624;1697312;1776173;1736743;2400;445;61;1;48;3125;686500.19;7459341.69
1;3;0.01;2716;123;759;1774855;1758054;1766455;2500;484;69;1;110;4227;686570.93;7458984.47
0;4;0.01;2898;76;781;1171749;1501522;1336636;2600;825;64;1;135;8148;686786.83;7459059.39
1;3;0.01;2898;76;781;1171749;1501522;1336636;2600;573;61;1;135;8148;686786.83;7459059.39
1;3;0.01;2157;147;645;1165764;1644298;1405031;2350;800;60;1;107;10093;686060.0401;7458629.01
1;3;0.01;2157;147;645;1165764;1644298;1405031;2350;801;60;1;107;8692;686060.0401;7458629.01
1;3;0.01;2157;147;645;1165764;1644298;1405031;2350;405;58;1;105;5143;686060.0401;7458629.01
1;3;0.01;2157;147;645;1165764;1644298;1405031;2350;509;58;1;105;5714;686060.0401;7458629.01
1;3;0.01;1355;168;360;1083455;1179858;1131657;2200;930;69;1;120;7083;685575.57;7457962.3
1;3;1;1896;254;653;1274074;1105922;1189998;2450;484;62;1;165;3939;685772.69;7458467.13
1;4;1;771;175;155;1215942;1275821;1245882;2450;573;60;1;203;5911;685416.45;7457398.76
0;1;0.01;1233;182;237;1083455;1048569;1066012;2200;554;62;1;33;6061;685517.09;7457853.85
1;1;0.01;1233;182;237;1083455;1048569;1066012;2200;801;64;1;39;11282;685517.09;7457853.85
0;0.01;0.01;1233;182;237;1083455;1048569;1066012;2200;554;62;1;23;10000;685517.09;7457853.85
0;0.01;0.01;1233;182;237;1083455;1048569;1066012;2200;445;62;1;23;5652;685517.09;7457853.85
0;1;0.01;1233;182;237;1083455;1048569;1066012;2200;567;62;1;23;6522;685517.09;7457853.85
0;1;0.01;1233;182;237;1083455;1048569;1066012;2200;904;65;1;27;15556;685517.09;7457853.85
0;1;0.01;1610;553;174;1496791;1170498;1333645;2500;405;68;1;41;5366;685303.12;7458284.02
1;2;1;2333;772;241;1395924;2392517;1894221;1550;904;68;1;56;14911;685531.8693;7458981.941
0;2;0.01;1821;421;439;1124331;1234690;1179511;2200;842;68;1;50;12500;685555.61;7458454.13
0;2;0.01;1342;130;354;1476163;1464272;1470218;2450;801;64;1;64;14531;685606.64;7457937.01
1;3;0.01;2547;182;597;1083455;1403464;1243460;2000;940;64;1;109;8716;686356.8401;7458913.91
0;0.01;0.01;3004;35;653;1524600;1227368;1375984;4100;385;62;1;40;6750;686924.18;7459090.94
1;3;1;523;302;357;1566345;1728575;1647460;2700;825;62;1;80;10875;685298.5954;7457177.854
1;3;1;2581;217;576;1083455;1403464;1243460;2000;567;60;1;119;4958;686356.39;7458953.6
0;2;0.01;2581;217;576;1083455;1403464;1243460;2000;930;63;1;93;8118;686356.39;7458953.6
0;3;1;2604;474;292;1472861;1259917;1366389;2300;862;65;1;190;9737;686110.49;7459095.55
1;0.01;0.01;708;566;67;1159555;1146119;1152837;1150;484;62;1;36;3333;685024.81;7457384.77
0;2;0.01;512;139;525;1574775;2004241;1789508;2600;360;61;1;80;4775;685499.27;7457035.35
1;2;0.01;1634;178;573;1083455;1352083;1217769;2200;484;60;1;136;3676;685696.13;7458215.48
1;2;0.01;3001;211;730;861109;1008135;934622;2000;904;66;1;55;11273;686762.7601;7459200.47
1;3;0.01;650;175;288;1140573;964450;1052512;2450;918;62;1;101;8911;685416.61;7457265.51
1;1;0.01;650;175;288;1140573;964450;1052512;2450;425;59;1;67;4776;685416.61;7457265.51
0;1;0.01;2773;254;658;1038910;1044936;1041923;2350;525;65;1;42;7024;686498.9201;7459093.48
1;1;0.01;3300;95;347;948250;1050853;999552;2100;904;64;1;60;11667;687164.54;7459280.16
0;3;1;3325;376;495;1124331;1294715;1209523;1950;920;64;1;113;7522;686928.32;7459478.53
1;1;0.01;2852;275;703;498256;498256;498256;2300;825;71;1;30;15333;686554.22;7459153.39
1;3;1;3229;256;504;1081057;1142216;1111637;2100;445;62;1;156;3173;686944.8;7459352.31
1;2;0.01;1316;110;335;1476163;987655;1231909;2450;801;60;1;76;10526;685615.81;7457906.28
0;0.01;0.01;3300;95;347;948250;1050853;999552;2100;405;61;1;34;4118;687164.54;7459280.16
1;0.01;0.01;3300;95;347;948250;1050853;999552;2100;445;61;1;37;6757;687164.54;7459280.16
1;3;0.01;3434;394;390;1124331;863986;994159;1950;484;61;1;80;5400;687025.85;7459545.44
0;1;0.01;1907;279;640;1274074;1219880;1246977;2450;425;61;1;49;3673;685754.99;7458484.1
1;1;0.01;3300;95;347;948250;1050853;999552;2100;862;64;1;51;11961;687164.54;7459280.16
1;1;0.01;3300;95;347;948250;1050853;999552;2100;405;61;1;60;4167;687164.54;7459280.16
1;2;0.01;840;38;202;1215942;852921;1034432;2700;360;61;1;57;5263;685554.73;7457407.14
0;2;0.01;756;104;215;1083455;1077516;1080486;2200;862;64;1;84;10238;685485.28;7457349.81
1;4;1;909;122;76;1159555;920264;1039910;1900;554;61;1;278;4676;685484.42;7457519.33
1;4;1;909;122;76;1159555;920264;1039910;1900;595;61;1;278;4317;685484.42;7457519.33
0;2;0.01;764;107;205;1083455;972485;1027970;2200;864;63;1;95;8342;685483.31;7457360.02
1;1;0.01;1691;323;451;1221509;1403872;1312691;2500;918;64;1;54;11111;685585.1;7458311.85
1;1;0.01;638;114;347;1083455;1176135;1129795;2200;425;61;1;63;7143;685483.78;7457213.32
0;1;0.01;638;114;347;1083455;1176135;1129795;2200;930;64;1;45;12222;685483.78;7457213.32
0;2;0.01;638;114;347;1083455;1176135;1129795;2200;930;64;1;77;11169;685483.78;7457213.32
1;2;0.01;638;114;347;1083455;1176135;1129795;2200;405;61;1;77;5844;685483.78;7457213.32
1;4;1;1312;597;246;1782313;1788574;1785444;2800;554;60;1;220;4773;685126.66;7457995.53
1;3;1;424;264;506;1574775;1244607;1409691;2800;830;63;1;110;8636;685370.11;7457031.29
0;3;0.01;1316;441;283;1476163;1798737;1637450;2400;920;59;1;92;9674;685290.94;7457989.76
0;3;0.01;2219;106;655;1447740;1755478;1601609;2700;842;63;1;118;10339;686147.29;7458654.29
1;4;1;2219;106;655;1447740;1755478;1601609;2700;904;63;1;266;9211;686147.29;7458654.29
1;2;1;2561;425;331;1194735;1300839;1247787;2500;425;63;1;105;2667;686122.45;7459043.9
0;1;0.01;3246;224;464;1081057;1142216;1111637;2100;792;63;1;40;12625;686992.02;7459340.52
1;1;0.01;3246;224;464;1081057;1142216;1111637;2100;484;61;1;40;5000;686992.02;7459340.52
1;2;0.01;2978;211;756;861109;772893;817001;2000;862;66;1;55;10236;686739.7124;7459187.939
0;3;0.01;3464;200;201;807780;633669;720725;2200;509;62;1;120;3583;687239.14;7459429.28
1;2;0.01;2612;888;89;986211;958109;972160;2100;385;59;1;60;3000;685635.95;7459246.03
0;3;1;1685;437;331;1124331;1102941;1113636;2200;509;60;1;100;5200;685465.27;7458335.13
0;2;0.01;1685;437;331;1124331;1102941;1113636;2200;509;60;1;83;3133;685465.27;7458335.13
0;3;0.01;2115;226;617;1083455;663500;873478;2000;405;61;1;135;2037;685950.88;7458631.46
1;1;0.01;2976;182;742;861109;772893;817001;2000;385;64;1;30;4500;686765.2071;7459168.623
1;1;0.01;2976;182;742;861109;772893;817001;2000;930;67;1;30;15333;686765.2071;7459168.623
1;1;0.01;2976;182;742;861109;772893;817001;2000;509;64;1;30;4300;686765.2071;7459168.623
1;2;1;800;309;69;1159555;1224716;1192136;990;573;60;1;80;6250;685288.69;7457467.93
1;3;0.01;800;309;69;1159555;1224716;1192136;990;360;60;1;85;5118;685288.69;7457467.93
0;4;0.01;714;145;232;1083455;1286448;1184952;2200;425;60;1;123;3496;685444.8448;7457323.825
0;3;0.01;714;145;232;1083455;1286448;1184952;2200;509;60;1;123;4065;685444.8448;7457323.825
0;3;0.01;714;145;232;1083455;1286448;1184952;2200;405;60;1;123;3789;685444.8448;7457323.825
0;3;1;1717;308;478;1207360;1126579;1166970;2500;904;61;1;118;6356;685612.09;7458331.47
1;3;1;697;41;349;1524600;981332;1252966;4100;509;61;1;146;10479;685555.03;7457233.62
1;3;1;1166;149;181;1083455;991346;1037401;2200;801;61;1;140;8214;685527.7;7457779.18
1;1;0.01;2260;193;569;1083455;720051;901753;2000;825;63;1;47;8617;686096.18;7458725.43
1;1;0.01;2260;193;569;1083455;720051;901753;2000;425;60;1;35;4714;686096.18;7458725.43
0;1;0.01;2260;193;569;1083455;720051;901753;2000;830;63;1;42;10476;686096.18;7458725.43
0;1;0.01;2260;193;569;1083455;720051;901753;2000;554;60;1;40;7375;686096.18;7458725.43
1;1;0.01;1772;176;638;1083455;831310;957383;2000;425;60;1;56;3750;685772.03;7458334.48
1;2;0.01;3232;316;545;1007098;1159966;1083532;2300;792;52;1;65;5692;686890.86;7459392.2
1;2;0.01;3232;316;545;1007098;1159966;1083532;2300;567;52;1;117;3846;686890.86;7459392.2
1;3;0.01;1707;436;345;1124331;1089898;1107115;2200;830;62;1;97;8505;685478.39;7458354
1;1;0.01;2686;287;557;1582780;985624;1284202;2450;425;60;1;29;7586;686383.66;7459058.13
0;1;0.01;1084;33;182;1524600;1115589;1320095;4100;425;58;1;68;5147;685610.73;7457654.45
1;4;1;1084;33;182;1524600;1115589;1320095;4100;484;58;1;236;8475;685610.73;7457654.45
0;1;0.01;3364;151;292;1083455;764081;923768;2000;920;62;1;34;15294;687182.05;7459347.17
1;1;0.01;3364;151;292;1083455;764081;923768;2000;801;61;1;42;9048;687182.05;7459347.17
1;1;0.01;3364;151;292;1083455;764081;923768;2000;825;62;1;44;10227;687182.05;7459347.17
1;1;0.01;3364;151;292;1083455;764081;923768;2000;800;61;1;44;12159;687182.05;7459347.17
0;0.01;0.01;2134;448;514;1395924;1187405;1291665;2300;918;69;1;25;17600;685739.03;7458728.69
0;2;0.01;833;199;85;1159555;1367048;1263302;1500;864;62;1;71;10141;685400.4165;7457470.487
0;2;0.01;1003;202;15;1083455;835101;959278;2200;904;62;1;70;5714;685430.0401;7457639.7
0;2;0.01;1003;202;15;1083455;835101;959278;2200;385;59;1;70;3214;685430.0401;7457639.7
1;3;0.01;2470;293;452;1194735;1205488;1200112;2500;425;61;1;118;4237;686175.75;7458920.26
1;1;0.01;1342;284;345;1221509;1139292;1180401;2500;930;63;1;32;17813;685459.75;7457984.54
1;1;0.01;1342;284;345;1221509;1139292;1180401;2500;554;60;1;32;4375;685459.75;7457984.54
0;1;0.01;2582;474;283;1472861;1316518;1394690;2300;509;59;1;47;4255;686089.27;7459080.11
1;3;0.01;739;464;93;1159555;950677;1055116;990;864;61;1;220;7955;685128.15;7457422.77
1;3;0.01;3054;238;687;1278457;1368037;1323247;2100;554;64;1;110;5636;686789.3;7459245.87
0;3;0.01;854;151;85;1083455;1043845;1063650;2200;904;64;1;163;5521;685448.8714;7457474.633
1;3;0.01;425;242;536;1574775;1206634;1390705;2800;904;62;1;104;8077;685398.45;7457010.82
1;2;0.01;425;242;536;1574775;1206634;1390705;2800;904;62;1;78;10897;685398.45;7457010.82
1;2;0.01;425;242;536;1574775;1206634;1390705;2800;405;59;1;73;4589;685398.45;7457010.82
0;3;0.01;425;242;536;1574775;1206634;1390705;2800;484;59;1;91;4945;685398.45;7457010.82
0;3;0.01;1616;210;534;1083455;1457233;1270344;2200;360;59;1;90;4444;685656.13;7458211.11
1;2;0.01;1933;185;743;1083455;1082974;1083215;2000;484;59;1;70;6000;685863.33;7458471.18
1;2;0.01;1933;185;743;1083455;1082974;1083215;2000;425;59;1;70;5000;685863.33;7458471.18
0;2;0.01;1933;185;743;1083455;1082974;1083215;2000;792;61;1;90;7389;685863.33;7458471.18
0;2;0.01;1933;185;743;1083455;1082974;1083215;2000;509;59;1;70;5214;685863.33;7458471.18
0;2;0.01;1941;402;563;1124331;930380;1027356;2200;385;59;1;57;3561;685651.9601;7458552.36
1;2;0.01;3349;218;343;1081057;762785;921921;2100;567;40;1;87;5057;687103.4801;7459387.23
1;2;0.01;3349;218;343;1081057;762785;921921;2100;525;40;1;57;7018;687103.4801;7459387.23
1;3;0.01;3349;218;343;1081057;762785;921921;2100;918;43;1;79;9747;687103.4801;7459387.23
1;3;1;1957;426;558;1274074;1431123;1352599;2300;509;58;1;156;4808;685637.1601;7458572.81
0;3;1;1166;149;181;1083455;991346;1037401;2200;405;59;1;140;3357;685527.7;7457779.18
1;6;2;2500;35;743;1524600;1275377;1399989;4100;360;58;1;668;4491;686456.25;7458801.05
1;4;1;1451;47;483;1524600;1133029;1328815;4100;862;62;1;264;12955;685728.64;7458004.46
1;3;1;2808;387;544;1915512;1625314;1770413;2500;525;58;1;170;4706;686398.47;7459187.37
0;2;0.01;2074;189;665;1083455;663500;873478;2000;842;62;1;69;11268;685958.51;7458584.42
0;2;0.01;2074;189;665;1083455;663500;873478;2000;425;59;1;57;4386;685958.51;7458584.42
1;3;1;2074;189;665;1083455;663500;873478;2000;918;63;1;150;9000;685958.51;7458584.42
0;3;0.01;2074;189;665;1083455;663500;873478;2000;385;60;1;150;2900;685958.51;7458584.42
1;3;1;1313;130;326;1476163;987655;1231909;2450;509;58;1;124;4032;685595.35;7457910.83
1;3;1;2561;214;567;1083455;1260101;1171778;2000;918;61;1;122;12705;686338.2801;7458940.33
1;3;1;2561;214;567;1083455;1260101;1171778;2000;825;61;1;99;10303;686338.2801;7458940.33
1;2;1;2561;214;567;1083455;1260101;1171778;2000;445;58;1;95;4211;686338.2801;7458940.33
1;3;1;2041;273;648;1395924;841284;1118604;2350;930;61;1;85;14118;685851.95;7458591.5
0;1;0.01;2613;680;65;937269;1213787;1075528;880;862;61;1;45;9333;685887.0001;7459183.69
0;1;0.01;2613;680;65;937269;1213787;1075528;880;930;61;1;45;10000;685887.0001;7459183.69
0;1;0.01;2613;680;65;937269;1213787;1075528;880;864;61;1;45;9889;685887.0001;7459183.69
0;1;0.01;2613;680;65;937269;1213787;1075528;880;920;61;1;45;9333;685887.0001;7459183.69
0;1;0.01;2613;680;65;937269;1213787;1075528;880;862;61;1;45;10000;685887.0001;7459183.69
0;1;0.01;2613;680;65;937269;1213787;1075528;880;864;61;1;45;9778;685887.0001;7459183.69
1;3;1;2952;34;708;1524600;1475132;1499866;4100;425;59;1;265;5660;686876.77;7459061.47
1;3;1;2910;37;754;1524600;1777156;1650878;4100;360;59;1;410;5683;686834.4;7459040.67
1;3;1;2910;37;754;1524600;1777156;1650878;4100;554;59;1;410;5122;686834.4;7459040.67
0;1;0.01;3493;266;215;807780;774635;791208;2200;830;61;1;66;9091;687209.07;7459488.28
1;2;0.01;3493;266;215;807780;774635;791208;2200;425;58;1;80;2813;687209.07;7459488.28
0;2;0.01;3493;266;215;807780;774635;791208;2200;825;61;1;80;7938;687209.07;7459488.28
1;3;1;1454;552;195;1496791;1447662;1472227;2500;825;62;1;80;13750;685230.55;7458134.03
0;0.01;0.01;3522;471;325;830874;861718;846296;2200;862;62;1;31;10645;687046.14;7459636.82
1;1;0.01;3522;471;325;830874;861718;846296;2200;930;62;1;37;12162;687046.14;7459636.82
0;1;0.01;3522;471;325;830874;861718;846296;2200;445;59;1;31;5806;687046.14;7459636.82
1;0.01;0.01;3522;471;325;830874;861718;846296;2200;930;62;1;37;13243;687046.14;7459636.82
1;0.01;0.01;3522;471;325;830874;861718;846296;2200;800;61;1;31;11129;687046.14;7459636.82
1;1;0.01;3522;471;325;830874;861718;846296;2200;864;62;1;37;14324;687046.14;7459636.82
1;3;1;2981;70;688;1278457;1296991;1287724;2400;484;58;1;107;4860;686872.61;7459099.94
1;0.01;0.01;2537;378;376;1194735;1092112;1143424;2500;360;58;1;22;8000;686150.47;7459005.846
1;0.01;0.01;1669;222;543;1207360;1370100;1288730;2500;825;61;1;28;11429;685672.35;7458261.14
1;0.01;0.01;1669;222;543;1207360;1370100;1288730;2500;862;61;1;28;11429;685672.35;7458261.14
1;3;0.01;2009;121;747;1447740;1427297;1437519;2700;509;58;1;112;3393;685977.67;7458503.88
0;0.01;0.01;2331;341;425;1124331;524331;824331;2100;484;58;1;33;7576;686005.6;7458843.19
1;0.01;0.01;2331;341;425;1124331;524331;824331;2100;509;58;1;33;4545;686005.6;7458843.19
0;0.01;0.01;2331;341;425;1124331;524331;824331;2100;801;60;1;33;11818;686005.6;7458843.19
0;0.01;0.01;2331;341;425;1124331;524331;824331;2100;940;61;1;33;13030;686005.6;7458843.19
0;1;0.01;2420;858;207;1783469;1835976;1809723;2300;567;58;1;33;9091;685500.83;7459075.38
1;2;0.01;2603;865;95;986211;983236;984724;2100;525;59;1;70;4857;685655.11;7459232.79
0;2;0.01;2603;865;95;986211;983236;984724;2100;864;62;1;70;8571;685655.11;7459232.79
0;1;1;1485;399;322;1124331;1091105;1107718;2200;525;53;1;42;4524;685404.83;7458142.44
1;3;0.01;615;38;493;1574775;1553712;1564244;2800;554;60;1;119;9916;685587.45;7457091.62
1;2;1;591;79;467;1083455;1953950;1518703;2200;554;57;1;87;7069;685542.7;7457104.53
1;1;0.01;2519;132;642;1357174;971049;1164112;2700;567;57;1;38;5789;686380.7698;7458869.27
1;1;0.01;2519;132;642;1357174;971049;1164112;2700;405;57;1;38;5789;686380.7698;7458869.27
1;0.01;0.01;2519;132;642;1357174;971049;1164112;2700;509;57;1;38;7895;686380.7698;7458869.27
0;1;0.01;2519;132;642;1357174;971049;1164112;2700;360;57;1;34;3529;686380.7698;7458869.27
1;3;1;1304;250;305;1476163;1214419;1345291;2450;567;56;1;116;5690;685477.3839;7457939.81
0;2;1;2622;368;423;1357174;1665496;1511335;2500;484;57;1;86;5814;686238.42;7459058.23
1;4;0.01;531;332;331;1566345;1627099;1596722;2700;425;58;1;184;3804;685265.42;7457197.03
1;1;0.01;3364;263;356;1081057;757112;919085;2100;792;60;1;35;7143;687077.39;7459424.79
1;1;0.01;3364;263;356;1081057;757112;919085;2100;864;61;1;35;12286;687077.39;7459424.79
1;0.01;0.01;2165;167;627;1165764;1385819;1275792;2350;509;58;1;33;4848;686046.38;7458643.61
1;2;0.01;2066;114;716;1447740;1970466;1709103;2700;554;56;1;79;7595;686024.25;7458545.24
0;0.01;0.01;738;92;246;1083455;1286448;1184952;2200;920;56;1;24;12500;685497.7732;7457321.837
1;0.01;0.01;770;34;268;1524600;894078;1209339;4100;904;58;1;31;16129;685555.6;7457324.24
1;1;0.01;770;34;268;1524600;894078;1209339;4100;918;58;1;30;23333;685555.6;7457324.24
0;0.01;0.01;770;34;268;1524600;894078;1209339;4100;864;55;1;19;15263;685555.6;7457324.24
1;0.01;0.01;770;34;268;1524600;894078;1209339;4100;509;52;1;23;8043;685555.6;7457324.24
1;0.01;0.01;770;34;268;1524600;894078;1209339;4100;904;55;1;23;19565;685555.6;7457324.24
0;3;0.01;2205;544;439;1472861;1359470;1416166;2300;842;61;1;96;7813;685689.61;7458816.37
1;3;0.01;2562;1031;197;1783469;1766122;1774796;2300;554;40;1;90;5333;685410.5203;7459229.812
